ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"441.225109"	"9.86e+04"	B	"1.03000806"	"3.83921781"	9	7		
"441.29946"	"9.7e+06"	D	"4.7780523"	"7.5867887"	11	13		
"441.38548"	"2.7e+07"	D	"3.55053095"	"6.3587200"	7	5		
"442.26891"	"2.7e+07"	D	"3.55614020"	"6.3587200"	5	5		
"442.407534"	"5.7e+06"	D	"2.91511324"	"5.71681492"	3	5		
"442.42787"	"2.1e+07"	D	"3.01062753"	"5.8122004"	9	7		
"442.85030"	"5.5e+06"	D	"3.01329987"	"5.8122004"	7	7		
"442.99232"	"2.4e+07"	D	"3.55579538"	"6.3537986"	3	3		
"443.21665"	"1.8e+07"	D	"2.87187333"	"5.66846045"	1	3		
"443.27591"	"4.9e+07"	D	"5.2553505"	"8.0515637"	15	15		
"444.226744"	"1.9e+06"	D	"3.00044215"	"5.79067042"	13	11		
"444.37074"	"4.5e+07"	D	"3.55579538"	"6.3451195"	3	1		
"445.973437"	"8.4e+06"	D	"3.01329987"	"5.79260016"	7	9		
"446.07734"	"1.5e+06"	D	"2.70878630"	"5.4874392"	5	7		
"446.27701"	"5.6e+06"	D	"3.00997115"	"5.7873809"	1	3		
"446.46609"	"4.9e+06"	D	"3.01114742"	"5.7873809"	3	3		
"446.534868"	"5.9e+06"	D	"3.01279642"	"5.78860234"	5	7		
"446.75563"	"3.7e+06"	D	"3.01279642"	"5.78723069"	5	5		
"447.53749"	"3.0e+06"	D	"2.88945207"	"5.6590394"	5	7		
"447.705743"	"1.3e+06"	D	"2.70991379"	"5.47846032"	3	5		
"448.02585"	"1.0e+07"	D	"3.36779583"	"6.13436429"	1	3		
"448.03610"	"3.5e+06"	D	"3.55053095"	"6.31703615"	7	7		
"448.28707"	"3.0e+07"	D	"3.36940787"	"6.13436429"	3	3		
"449.050"	"3.9e+07"	D	"3.89035912"	"6.650619"	9	7		
"449.17308"	"4.4e+06"	D	"2.89953685"	"5.6590394"	7	7		
"449.184975"	"3.4e+06"	D	"2.98716595"	"5.74659540"	5	5		
"449.23052"	"4.47e+07"	B	"3.37521461"	"6.13436429"	5	3		
"449.5266"	"2.0e+07"	D	"4.1055150"	"6.862848"	9	7		
"449.685195"	"3.3e+06"	B	"0.94143042"	"3.69779039"	5	7		
"449.872367"	"7.9e+06"	D	"2.91511324"	"5.67032643"	3	5		
"450.02775"	"2.1e+07"	D	"3.07899825"	"5.83326016"	7	7		
"450.17726"	"1.0e+07"	D	"2.91511324"	"5.66846045"	3	3		
"450.3091"	"8.3e+06"	D	"4.69694311"	"7.449484"	5	3		
"450.68388"	"2.7e+07"	D	"4.1860366"	"6.9362888"	13	11		
"451.00073"	"4.1e+05"	E	"4.5326696"	"7.2809897"	5	3		
"451.189055"	"1.65e+07"	B	"3.08689206"	"5.83406495"	9	9		
"451.43575"	"1.1e+07"	D	"4.1860366"	"6.9317083"	13	13		
"451.54304"	"2.2e+06"	D	"3.01062753"	"5.75564682"	9	9		
"452.48347"	"1.1e+07"	D	"4.1055150"	"6.8448292"	9	9		
"452.64538"	"1.75e+07"	B	"2.54410014"	"5.28243456"	13	13		
"452.73451"	"2.1e+06"	B	"2.54463928"	"5.28243456"	11	13		
"452.745542"	"6.2e+06"	D	"2.98716595"	"5.72489453"	5	7		
"452.98453"	"1.1e+06"	C+	"2.54410014"	"5.28038436"	13	11		
"453.04725"	"6.7e+05"	D	"2.96741996"	"5.70332536"	9	7		
"453.068239"	"3.6e+06"	B	"2.54460569"	"5.28038436"	9	11		
"453.073802"	"1.58e+07"	B	"2.54463928"	"5.28038436"	11	11		
"453.092389"	"6.5e+05"	D	"3.01329987"	"5.74893273"	7	7		
"453.123012"	"1.0e+06"	D	"3.01114742"	"5.74659540"	3	5		
"453.513583"	"3.8e+06"	B	"2.54426770"	"5.27735992"	7	9		
"453.569676"	"1.49e+07"	B	"2.54460569"	"5.27735992"	9	9		
"453.575250"	"2.5e+06"	C+	"2.54463928"	"5.27735992"	11	9		
"453.97810"	"3.2e+06"	B	"2.54383615"	"5.27413188"	5	7		
"454.04987"	"1.50e+07"	B	"2.54426770"	"5.27413188"	7	7		
"454.070408"	"3.14e+07"	B	"3.10437812"	"5.83411881"	11	11		
"454.10609"	"3.4e+06"	B	"2.54460569"	"5.27413188"	9	7		
"454.150675"	"3.8e+06"	D	"3.07899825"	"5.80825650"	7	7		
"454.37349"	"1.0e+06"	D	"2.98256889"	"5.71048876"	11	9		
"454.46119"	"1.69e+07"	B	"2.54383615"	"5.27122963"	5	5		
"454.53311"	"3.4e+06"	B	"2.54426770"	"5.27122963"	7	5		
"454.595302"	"2.7e+06"	B	"0.94143042"	"3.66801930"	5	5		
"454.86508"	"2.8e+06"	E	"4.1860366"	"6.9110084"	13	13		
"455.3947"	"1.2e+07"	D	"4.0964341"	"6.818237"	5	5		
"455.481999"	"2.0e+06"	D	"3.11278390"	"5.83406495"	7	9		
"455.52878"	"2.9e+06"	D	"3.43483025"	"6.15583182"	9	7		
"455.616745"	"7.7e+06"	D	"3.11278390"	"5.83326016"	7	7		
"456.32442"	"1.0e+07"	D	"3.85036371"	"6.56662110"	11	9		
"456.34088"	"5.5e+05"	D	"2.98716595"	"5.70332536"	5	7		
"456.36482"	"2.3e+06"	D	"3.0922396"	"5.80825650"	5	7		
"456.41555"	"5.1e+07"	D	"4.7780523"	"7.4937674"	11	13		
"456.550391"	"4.1e+05"	B	"0.98287742"	"3.69779039"	5	7		
"456.96143"	"8.2e+06"	D	"3.12159404"	"5.83406495"	9	9		
"457.09706"	"4.3e+05"	E	"3.12159404"	"5.83326016"	9	7		
"457.109103"	"9.5e+05"	D	"3.01329987"	"5.72489453"	7	7		
"457.16716"	"3.6e+06"	D	"2.54410014"	"5.2553505"	13	15		
"457.51071"	"6.8e+06"	D	"3.36940787"	"6.07862231"	3	5		
"457.83167"	"4.0e+06"	D	"3.84961210"	"6.5569273"	13	11		
"458.004789"	"2.4e+06"	B	"0.94143042"	"3.64772230"	5	3		
"458.2414"	"3.2e+06"	D	"4.1055150"	"6.810410"	9	11		
"458.389860"	"1.6e+06"	D	"3.01279642"	"5.71681492"	5	5		
"458.40851"	"2.1e+06"	D	"3.12159404"	"5.82550252"	9	11		
"458.475223"	"7.5e+05"	D	"3.01329987"	"5.71681492"	7	5		
"458.49343"	"3.9e+06"	D	"3.37521461"	"6.07862231"	5	5		
"458.50747"	"3.3e+06"	D	"3.44884096"	"6.15216585"	11	9		
"458.61354"	"2.7e+06"	D	"3.11278390"	"5.81548356"	7	9		
"459.139098"	"1.1e+06"	B	"0.96841324"	"3.66801930"	3	5		
"459.25385"	"1.3e+07"	D	"4.4552365"	"7.1541681"	13	11		
"459.55894"	"4.7e+07"	D	"4.1860366"	"6.8831764"	13	13		
"460.00957"	"1.6e+06"	D	"2.54410014"	"5.2385978"	13	13		
"460.074835"	"2.5e+06"	B	"1.00367492"	"3.69779039"	7	7		
"460.10163"	"1.5e+06"	D	"2.54463928"	"5.2385978"	11	13		
"460.63582"	"1.2e+07"	D	"4.4490806"	"7.1399151"	11	9		
"461.10442"	"2.0e+05"	D	"2.96741996"	"5.65551992"	9	9		
"461.19622"	"8.0e+06"	D	"3.36779583"	"6.0553607"	1	3		
"461.335727"	"2.2e+06"	B	"0.96097009"	"3.64772230"	1	3		
"461.45110"	"5.7e+06"	D	"3.85036371"	"6.53644421"	11	9		
"461.612404"	"4.1e+06"	B	"0.98287742"	"3.66801930"	5	5		
"461.73701"	"5.1e+04"	D	"2.98256889"	"5.66698616"	11	13		
"461.953289"	"1.6e+07"	D	"2.98716595"	"5.67032643"	5	5		
"462.24492"	"4.1e+07"	D	"3.55053095"	"6.23199865"	7	7		
"462.27478"	"1.1e+07"	D	"2.98716595"	"5.66846045"	5	3		
"462.59220"	"1.2e+07"	D	"3.84961210"	"6.52906678"	13	13		
"462.617342"	"5.0e+06"	B	"0.96841324"	"3.64772230"	3	3		
"462.84595"	"1.2e+06"	D	"3.14419143"	"5.82217714"	9	11		
"463.32553"	"2.0e+06"	D	"3.12514546"	"5.80035930"	7	9		
"463.95068"	"9.5e+06"	D	"3.11067051"	"5.78227967"	5	7		
"463.96691"	"7.7e+06"	D	"3.55053095"	"6.2220467"	7	5		
"464.1475"	"3.8e+06"	D	"4.2073736"	"6.877850"	7	5		
"464.19949"	"6.0e+06"	D	"3.85036371"	"6.52054093"	11	11		
